id_pelanggan,kota_kabupaten_pelanggan,provinsi_pelanggan
CUST002055,Bangka,Kepulauan Bangka Belitung
CUST002056,Belitung Timur,Kepulauan Bangka Belitung
CUST002057,Sabang,Aceh
CUST002058,Prabumulih,Sumatera Selatan
CUST002059,Belitung Timur,Kepulauan Bangka Belitung
CUST002060,Lampung Barat,Lampung
CUST002061,Lingga,Kepulauan Riau
CUST002062,Prabumulih,Sumatera Selatan
CUST002063,Sungai Penuh,Jambi
CUST002064,Lhokseumawe,Aceh
CUST002065,Batam,Kepulauan Riau
CUST002066,Lhokseumawe,Aceh
CUST002067,Sabang,Aceh
CUST002068,Bangka Barat,Kepulauan Bangka Belitung
CUST002069,Batam,Kepulauan Riau
CUST002070,Padang,Sumatera Barat
CUST002071,Kampar,Riau
CUST002072,Bengkalis,Riau
CUST002073,Belitung Timur,Kepulauan Bangka Belitung
CUST002074,Langsa,Aceh
CUST002075,Karimun,Kepulauan Riau
CUST002076,Ogan Komering Ilir,Sumatera Selatan
CUST002077,Bukittinggi,Sumatera Barat
CUST002078,Indragiri Hulu,Riau
CUST002079,Ogan Komering Ilir,Sumatera Selatan
CUST002080,Lahat,Sumatera Selatan
CUST002081,Lhokseumawe,Aceh
CUST002082,Lingga,Kepulauan Riau
CUST002083,Sawahlunto,Sumatera Barat
CUST002084,Pelalawan,Riau
CUST002085,Lampung Tengah,Lampung
CUST002086,Sungai Penuh,Jambi
CUST002087,Bandar Lampung,Lampung
CUST002088,Medan,Sumatera Utara
CUST002089,Indragiri Hulu,Riau
CUST002090,Pekanbaru,Riau
CUST002091,Bangka Selatan,Kepulauan Bangka Belitung
CUST002092,Lhokseumawe,Aceh
CUST002093,Batam,Kepulauan Riau
CUST002094,Padangpanjang,Sumatera Barat
CUST002095,Pariaman,Sumatera Barat
CUST002096,Palembang,Sumatera Selatan
CUST002097,Langsa,Aceh
CUST002098,Natuna,Kepulauan Riau
CUST002099,Pariaman,Sumatera Barat
CUST002100,Tebing Tinggi,Sumatera Utara
CUST002101,Belitung Timur,Kepulauan Bangka Belitung
CUST002102,Palembang,Sumatera Selatan
CUST002103,Musi Banyuasin,Sumatera Selatan
CUST002104,Bengkulu Utara,Bengkulu
CUST002105,Padangsidimpuan,Sumatera Utara
CUST002106,Batanghari,Jambi
CUST002107,Bukittinggi,Sumatera Barat
CUST002108,Kepahiang,Bengkulu
CUST002109,Lampung Timur,Lampung
CUST002110,Lubuklinggau,Sumatera Selatan
CUST002111,Belitung,Kepulauan Bangka Belitung
CUST002112,Bintan,Kepulauan Riau
CUST002113,Kampar,Riau
CUST002114,Batam,Kepulauan Riau
CUST002115,Bengkulu Selatan,Bengkulu
CUST002116,Sungai Penuh,Jambi
CUST002117,Solok,Sumatera Barat
CUST002118,Subulussalam,Aceh
CUST002119,Kepahiang,Bengkulu
CUST002120,Tanjungpinang,Kepulauan Riau
CUST002121,Sawahlunto,Sumatera Barat
CUST002122,Ogan Komering Ilir,Sumatera Selatan
CUST002123,Batam,Kepulauan Riau
CUST002124,Tanjungpinang,Kepulauan Riau
CUST002125,Metro,Lampung
CUST002126,Musi Banyuasin,Sumatera Selatan
CUST002127,Binjai,Sumatera Utara
CUST002128,Pagar Alam,Sumatera Selatan
CUST002129,Solok,Sumatera Barat
CUST002130,Tebing Tinggi,Sumatera Utara
CUST002131,Prabumulih,Sumatera Selatan
CUST002132,Lhokseumawe,Aceh
CUST002133,Dumai,Riau
CUST002134,Padangsidimpuan,Sumatera Utara
CUST002135,Muaro Jambi,Jambi
CUST002136,Tanjungbalai,Sumatera Utara
CUST002137,Banda Aceh,Aceh
CUST002138,Bengkulu Tengah,Bengkulu
CUST002139,Rejang Lebong,Bengkulu
CUST002140,Bengkulu Tengah,Bengkulu
CUST002141,Bengkulu Selatan,Bengkulu
CUST002142,Bangka Selatan,Kepulauan Bangka Belitung
CUST002143,Tebing Tinggi,Sumatera Utara
CUST002144,Lampung Utara,Lampung
CUST002145,Natuna,Kepulauan Riau
CUST002146,Dumai,Riau
CUST002147,Bandar Lampung,Lampung
CUST002148,Lhokseumawe,Aceh
CUST002149,Lhokseumawe,Aceh
CUST002150,Jambi,Jambi
CUST002151,Padangsidimpuan,Sumatera Utara
CUST002152,Payakumbuh,Sumatera Barat
CUST002153,Solok,Sumatera Barat
CUST002154,Sibolga,Sumatera Utara
CUST002155,Padangsidimpuan,Sumatera Utara
CUST002156,Lingga,Kepulauan Riau
CUST002157,Lampung Timur,Lampung
CUST002158,Sabang,Aceh
CUST002159,Sawahlunto,Sumatera Barat
CUST002160,Rejang Lebong,Bengkulu
CUST002161,Banda Aceh,Aceh
CUST002162,Lubuklinggau,Sumatera Selatan
CUST002163,Indragiri Hilir,Riau
CUST002164,Belitung,Kepulauan Bangka Belitung
CUST002165,Bangka Barat,Kepulauan Bangka Belitung
CUST002166,Batanghari,Jambi
CUST002167,Pekanbaru,Riau
CUST002168,Sabang,Aceh
CUST002169,Lingga,Kepulauan Riau
CUST002170,Metro,Lampung
CUST002171,Lhokseumawe,Aceh
CUST002172,Sabang,Aceh
CUST002173,Padangsidimpuan,Sumatera Utara
CUST002174,Karimun,Kepulauan Riau
CUST002175,Pekanbaru,Riau
CUST002176,Langsa,Aceh
CUST002177,Solok,Sumatera Barat
CUST002178,Jambi,Jambi
CUST002179,Lampung Utara,Lampung
CUST002180,Padangsidimpuan,Sumatera Utara
CUST002181,Bengkulu Tengah,Bengkulu
CUST002182,Lampung Timur,Lampung
CUST002183,Jambi,Jambi
CUST002184,Bangka Selatan,Kepulauan Bangka Belitung
CUST002185,Padangpanjang,Sumatera Barat
CUST002186,Bengkulu Selatan,Bengkulu
CUST002187,Payakumbuh,Sumatera Barat
CUST002188,Lhokseumawe,Aceh
CUST002189,Lampung Selatan,Lampung
CUST002190,Sungai Penuh,Jambi
CUST002191,Kerinci,Jambi
CUST002192,Langsa,Aceh
CUST002193,Medan,Sumatera Utara
CUST002194,Ogan Komering Ilir,Sumatera Selatan
CUST002195,Bangka Selatan,Kepulauan Bangka Belitung
CUST002196,Batam,Kepulauan Riau
CUST002197,Pangkalpinang,Kepulauan Bangka Belitung
CUST002198,Kepahiang,Bengkulu
CUST002199,Bangka Selatan,Kepulauan Bangka Belitung
CUST002200,Belitung,Kepulauan Bangka Belitung
CUST002201,Lampung Tengah,Lampung
CUST002202,Indragiri Hilir,Riau
CUST002203,Jambi,Jambi
CUST002204,Kepahiang,Bengkulu
CUST002205,Subulussalam,Aceh
CUST002206,Lingga,Kepulauan Riau
CUST002207,Natuna,Kepulauan Riau
CUST002208,Batam,Kepulauan Riau
CUST002209,Tebing Tinggi,Sumatera Utara
CUST002210,Metro,Lampung
CUST002211,Bukittinggi,Sumatera Barat
CUST002212,Dumai,Riau
CUST002213,Sabang,Aceh
CUST002214,Tanjungbalai,Sumatera Utara
CUST002215,Rejang Lebong,Bengkulu
CUST002216,Pariaman,Sumatera Barat
CUST002217,Bintan,Kepulauan Riau
CUST002218,Musi Banyuasin,Sumatera Selatan
CUST002219,Medan,Sumatera Utara
CUST002220,Bengkulu Utara,Bengkulu
CUST002221,Bengkulu Utara,Bengkulu
CUST002222,Ogan Komering Ilir,Sumatera Selatan
CUST002223,Kerinci,Jambi
CUST002224,Lampung Utara,Lampung
CUST002225,Subulussalam,Aceh
CUST002226,Lingga,Kepulauan Riau
CUST002227,Bengkulu,Bengkulu
CUST002228,Rejang Lebong,Bengkulu
CUST002229,Sawahlunto,Sumatera Barat
CUST002230,Lingga,Kepulauan Riau
CUST002231,Medan,Sumatera Utara
CUST002232,Tanjungpinang,Kepulauan Riau
CUST002233,Muaro Jambi,Jambi
CUST002234,Bangka Barat,Kepulauan Bangka Belitung
CUST002235,Bengkulu Selatan,Bengkulu
CUST002236,Kaur,Bengkulu
CUST002237,Lampung Tengah,Lampung
CUST002238,Karimun,Kepulauan Riau
CUST002239,Langsa,Aceh
CUST002240,Bungo,Jambi
CUST002241,Sawahlunto,Sumatera Barat
CUST002242,Natuna,Kepulauan Riau
CUST002243,Bengkulu,Bengkulu
CUST002244,Bengkulu Selatan,Bengkulu
CUST002245,Pekanbaru,Riau
CUST002246,Lampung Barat,Lampung
CUST002247,Palembang,Sumatera Selatan
CUST002248,Ogan Komering Ilir,Sumatera Selatan
CUST002249,Batanghari,Jambi
CUST002250,Muaro Jambi,Jambi
CUST002251,Lampung Utara,Lampung
CUST002252,Tebing Tinggi,Sumatera Utara
CUST002253,Dumai,Riau
CUST002254,Merangin,Jambi
CUST002255,Lampung Utara,Lampung
CUST002256,Pagar Alam,Sumatera Selatan
CUST002257,Bengkulu Utara,Bengkulu
CUST002258,Binjai,Sumatera Utara
CUST002259,Metro,Lampung
CUST002260,Kaur,Bengkulu
CUST002261,Lampung Utara,Lampung
CUST002262,Belitung Timur,Kepulauan Bangka Belitung
CUST002263,Ogan Komering Ilir,Sumatera Selatan
CUST002264,Subulussalam,Aceh
CUST002265,Padang,Sumatera Barat
CUST002266,Merangin,Jambi
CUST002267,Bangka Selatan,Kepulauan Bangka Belitung
CUST002268,Pariaman,Sumatera Barat
CUST002269,Bangka Tengah,Kepulauan Bangka Belitung
CUST002270,Langsa,Aceh
CUST002271,Pelalawan,Riau
CUST002272,Pelalawan,Riau
CUST002273,Langsa,Aceh
CUST002274,Sabang,Aceh
CUST002275,Lhokseumawe,Aceh
CUST002276,Bengkalis,Riau
CUST002277,Ogan Komering Ilir,Sumatera Selatan
CUST002278,Lampung Tengah,Lampung
CUST002279,Kaur,Bengkulu
CUST002280,Tanjungbalai,Sumatera Utara
CUST002281,Langsa,Aceh
CUST002282,Prabumulih,Sumatera Selatan
CUST002283,Karimun,Kepulauan Riau
CUST002284,Pariaman,Sumatera Barat
CUST002285,Lampung Tengah,Lampung
CUST002286,Bangka Barat,Kepulauan Bangka Belitung
CUST002287,Lubuklinggau,Sumatera Selatan
CUST002288,Merangin,Jambi
CUST002289,Padangsidimpuan,Sumatera Utara
CUST002290,Sabang,Aceh
CUST002291,Langsa,Aceh
CUST002292,Batam,Kepulauan Riau
CUST002293,Kampar,Riau
CUST002294,Kampar,Riau
CUST002295,Bengkalis,Riau
CUST002296,Bengkulu Utara,Bengkulu
CUST002297,Banda Aceh,Aceh
CUST002298,Metro,Lampung
CUST002299,Sawahlunto,Sumatera Barat
CUST002300,Langsa,Aceh
CUST002301,Kerinci,Jambi
CUST002302,Merangin,Jambi
CUST002303,Bungo,Jambi
CUST002304,Kepahiang,Bengkulu
CUST002305,Prabumulih,Sumatera Selatan
CUST002306,Sungai Penuh,Jambi
CUST002307,Lampung Barat,Lampung
CUST002308,Belitung Timur,Kepulauan Bangka Belitung
CUST002309,Karimun,Kepulauan Riau
CUST002310,Tanjungpinang,Kepulauan Riau
CUST002311,Subulussalam,Aceh
CUST002312,Lahat,Sumatera Selatan
CUST002313,Lingga,Kepulauan Riau
CUST002314,Batanghari,Jambi
CUST002315,Pematangsiantar,Sumatera Utara
CUST002316,Padangsidimpuan,Sumatera Utara
CUST002317,Merangin,Jambi
CUST002318,Ogan Komering Ilir,Sumatera Selatan
CUST002319,Batanghari,Jambi
CUST002320,Sungai Penuh,Jambi
CUST002321,Sawahlunto,Sumatera Barat
CUST002322,Pekanbaru,Riau
CUST002323,Karimun,Kepulauan Riau
CUST002324,Musi Banyuasin,Sumatera Selatan
CUST002325,Solok,Sumatera Barat
CUST002326,Sabang,Aceh
CUST002327,Batanghari,Jambi
CUST002328,Bengkulu Tengah,Bengkulu
CUST002329,Kaur,Bengkulu
CUST002330,Subulussalam,Aceh
CUST002331,Batam,Kepulauan Riau
CUST002332,Musi Banyuasin,Sumatera Selatan
CUST002333,Kampar,Riau
CUST002334,Belitung,Kepulauan Bangka Belitung
CUST002335,Lampung Timur,Lampung
CUST002336,Lahat,Sumatera Selatan
CUST002337,Muaro Jambi,Jambi
CUST002338,Pariaman,Sumatera Barat
CUST002339,Bangka,Kepulauan Bangka Belitung
CUST002340,Jambi,Jambi
CUST002341,Metro,Lampung
CUST002342,Merangin,Jambi
CUST002343,Belitung Timur,Kepulauan Bangka Belitung
CUST002344,Solok,Sumatera Barat
CUST002345,Musi Banyuasin,Sumatera Selatan
CUST002346,Binjai,Sumatera Utara
CUST002347,Lubuklinggau,Sumatera Selatan
CUST002348,Bungo,Jambi
CUST002349,Pagar Alam,Sumatera Selatan
CUST002350,Kerinci,Jambi
CUST002351,Bungo,Jambi
CUST002352,Pematangsiantar,Sumatera Utara
CUST002353,Subulussalam,Aceh
CUST002354,Lingga,Kepulauan Riau
CUST002355,Pematangsiantar,Sumatera Utara
CUST002356,Indragiri Hulu,Riau
CUST002357,Tebing Tinggi,Sumatera Utara
CUST002358,Bengkulu Utara,Bengkulu
CUST002359,Bungo,Jambi
CUST002360,Langsa,Aceh
CUST002361,Bukittinggi,Sumatera Barat
CUST002362,Prabumulih,Sumatera Selatan
CUST002363,Karimun,Kepulauan Riau
CUST002364,Padangpanjang,Sumatera Barat
CUST002365,Pariaman,Sumatera Barat
CUST002366,Pematangsiantar,Sumatera Utara
CUST002367,Musi Banyuasin,Sumatera Selatan
CUST002368,Padangpanjang,Sumatera Barat
CUST002369,Banda Aceh,Aceh
CUST002370,Lampung Barat,Lampung
CUST002371,Pelalawan,Riau
CUST002372,Sawahlunto,Sumatera Barat
CUST002373,Payakumbuh,Sumatera Barat
CUST002374,Binjai,Sumatera Utara
CUST002375,Karimun,Kepulauan Riau
CUST002376,Bengkulu Tengah,Bengkulu
CUST002377,Bengkulu Tengah,Bengkulu
CUST002378,Bengkulu,Bengkulu
CUST002379,Subulussalam,Aceh
CUST002380,Kampar,Riau
CUST002381,Palembang,Sumatera Selatan
CUST002382,Ogan Komering Ilir,Sumatera Selatan
CUST002383,Bangka,Kepulauan Bangka Belitung
CUST002384,Banda Aceh,Aceh
CUST002385,Dumai,Riau
CUST002386,Pagar Alam,Sumatera Selatan
CUST002387,Padang,Sumatera Barat
CUST002388,Bengkulu Utara,Bengkulu
CUST002389,Bintan,Kepulauan Riau
CUST002390,Padang,Sumatera Barat
CUST002391,Lhokseumawe,Aceh
CUST002392,Bungo,Jambi
CUST002393,Bangka Tengah,Kepulauan Bangka Belitung
CUST002394,Bangka Barat,Kepulauan Bangka Belitung
CUST002395,Kaur,Bengkulu
CUST002396,Padangpanjang,Sumatera Barat
CUST002397,Lampung Barat,Lampung
CUST002398,Dumai,Riau
CUST002399,Bengkulu,Bengkulu
CUST002400,Dumai,Riau
CUST002401,Bukittinggi,Sumatera Barat
CUST002402,Subulussalam,Aceh
CUST002403,Bangka,Kepulauan Bangka Belitung
CUST002404,Padangsidimpuan,Sumatera Utara
CUST002405,Sabang,Aceh
CUST002406,Muaro Jambi,Jambi
CUST002407,Bangka Tengah,Kepulauan Bangka Belitung
CUST002408,Subulussalam,Aceh
CUST002409,Banda Aceh,Aceh
CUST002410,Banda Aceh,Aceh
CUST002411,Pematangsiantar,Sumatera Utara
CUST002412,Lampung Selatan,Lampung
CUST002413,Sibolga,Sumatera Utara
CUST002414,Bungo,Jambi
CUST002415,Bukittinggi,Sumatera Barat
CUST002416,Lhokseumawe,Aceh
CUST002417,Kaur,Bengkulu
CUST002418,Tanjungbalai,Sumatera Utara
CUST002419,Bangka Barat,Kepulauan Bangka Belitung
CUST002420,Lingga,Kepulauan Riau
CUST002421,Payakumbuh,Sumatera Barat
CUST002422,Sibolga,Sumatera Utara
CUST002423,Tanjungpinang,Kepulauan Riau
CUST002424,Jambi,Jambi
CUST002425,Pematangsiantar,Sumatera Utara
CUST002426,Indragiri Hulu,Riau
CUST002427,Pelalawan,Riau
CUST002428,Muaro Jambi,Jambi
CUST002429,Bangka,Kepulauan Bangka Belitung
CUST002430,Musi Banyuasin,Sumatera Selatan
CUST002431,Bengkulu Selatan,Bengkulu
CUST002432,Padang,Sumatera Barat
CUST002433,Bangka Selatan,Kepulauan Bangka Belitung
CUST002434,Kampar,Riau
CUST002435,Lampung Barat,Lampung
CUST002436,Pekanbaru,Riau
CUST002437,Banda Aceh,Aceh
CUST002438,Tebing Tinggi,Sumatera Utara
CUST002439,Natuna,Kepulauan Riau
CUST002440,Metro,Lampung
CUST002441,Tebing Tinggi,Sumatera Utara
CUST002442,Pangkalpinang,Kepulauan Bangka Belitung
CUST002443,Padangsidimpuan,Sumatera Utara
CUST002444,Indragiri Hilir,Riau
CUST002445,Batanghari,Jambi
CUST002446,Bandar Lampung,Lampung
CUST002447,Tebing Tinggi,Sumatera Utara
CUST002448,Pariaman,Sumatera Barat
CUST002449,Lhokseumawe,Aceh
CUST002450,Ogan Komering Ilir,Sumatera Selatan
CUST002451,Prabumulih,Sumatera Selatan
CUST002452,Medan,Sumatera Utara
CUST002453,Banda Aceh,Aceh
CUST002454,Solok,Sumatera Barat
CUST002455,Padangpanjang,Sumatera Barat
CUST002456,Prabumulih,Sumatera Selatan
CUST002457,Bintan,Kepulauan Riau
CUST002458,Padangsidimpuan,Sumatera Utara
CUST002459,Lubuklinggau,Sumatera Selatan
CUST002460,Pematangsiantar,Sumatera Utara
CUST002461,Bengkulu Tengah,Bengkulu
CUST002462,Muaro Jambi,Jambi
CUST002463,Kaur,Bengkulu
CUST002464,Lampung Utara,Lampung
CUST002465,Kaur,Bengkulu
CUST002466,Padang,Sumatera Barat
CUST002467,Solok,Sumatera Barat
CUST002468,Langsa,Aceh
CUST002469,Pematangsiantar,Sumatera Utara
CUST002470,Karimun,Kepulauan Riau
CUST002471,Natuna,Kepulauan Riau
CUST002472,Metro,Lampung
CUST002473,Karimun,Kepulauan Riau
CUST002474,Lahat,Sumatera Selatan
CUST002475,Langsa,Aceh
CUST002476,Lampung Selatan,Lampung
CUST002477,Pematangsiantar,Sumatera Utara
CUST002478,Bandar Lampung,Lampung
CUST002479,Padangsidimpuan,Sumatera Utara
CUST002480,Palembang,Sumatera Selatan
CUST002481,Belitung Timur,Kepulauan Bangka Belitung
CUST002482,Natuna,Kepulauan Riau
CUST002483,Batam,Kepulauan Riau
CUST002484,Lahat,Sumatera Selatan
CUST002485,Belitung,Kepulauan Bangka Belitung
CUST002486,Tanjungpinang,Kepulauan Riau
CUST002487,Kaur,Bengkulu
CUST002488,Indragiri Hilir,Riau
CUST002489,Musi Banyuasin,Sumatera Selatan
CUST002490,Rejang Lebong,Bengkulu
CUST002491,Bangka Tengah,Kepulauan Bangka Belitung
CUST002492,Banda Aceh,Aceh
CUST002493,Sawahlunto,Sumatera Barat
CUST002494,Lampung Utara,Lampung
CUST002495,Lampung Utara,Lampung
CUST002496,Padang,Sumatera Barat
CUST002497,Lampung Barat,Lampung
CUST002498,Bengkalis,Riau
CUST002499,Jambi,Jambi
CUST002500,Bangka,Kepulauan Bangka Belitung
CUST002501,Belitung,Kepulauan Bangka Belitung
CUST002502,Bengkulu Tengah,Bengkulu
CUST002503,Pekanbaru,Riau
CUST002504,Lampung Selatan,Lampung
CUST002505,Karimun,Kepulauan Riau
CUST002506,Tebing Tinggi,Sumatera Utara
CUST002507,Lampung Selatan,Lampung
CUST002508,Palembang,Sumatera Selatan
CUST002509,Lampung Timur,Lampung
CUST002510,Banda Aceh,Aceh
CUST002511,Bengkulu Tengah,Bengkulu
CUST002512,Subulussalam,Aceh
CUST002513,Pangkalpinang,Kepulauan Bangka Belitung
CUST002514,Tebing Tinggi,Sumatera Utara
CUST002515,Lingga,Kepulauan Riau
CUST002516,Kerinci,Jambi
CUST002517,Bangka,Kepulauan Bangka Belitung
CUST002518,Lampung Barat,Lampung
CUST002519,Ogan Komering Ilir,Sumatera Selatan
CUST002520,Langsa,Aceh
CUST002521,Lampung Barat,Lampung
CUST002522,Belitung Timur,Kepulauan Bangka Belitung
CUST002523,Lingga,Kepulauan Riau
CUST002524,Lampung Timur,Lampung
CUST002525,Musi Banyuasin,Sumatera Selatan
CUST002526,Bandar Lampung,Lampung
CUST002527,Tebing Tinggi,Sumatera Utara
CUST002528,Pekanbaru,Riau
CUST002529,Pagar Alam,Sumatera Selatan
CUST002530,Kerinci,Jambi
CUST002531,Bangka Barat,Kepulauan Bangka Belitung
CUST002532,Medan,Sumatera Utara
CUST002533,Payakumbuh,Sumatera Barat
CUST002534,Pariaman,Sumatera Barat
CUST002535,Bengkulu,Bengkulu
CUST002536,Kerinci,Jambi
CUST002537,Dumai,Riau
CUST002538,Tebing Tinggi,Sumatera Utara
CUST002539,Rejang Lebong,Bengkulu
CUST002540,Lampung Utara,Lampung
CUST002541,Kampar,Riau
CUST002542,Palembang,Sumatera Selatan
CUST002543,Bengkulu,Bengkulu
CUST002544,Tanjungpinang,Kepulauan Riau
CUST002545,Lampung Selatan,Lampung
CUST002546,Lingga,Kepulauan Riau
CUST002547,Payakumbuh,Sumatera Barat
CUST002548,Subulussalam,Aceh
CUST002549,Subulussalam,Aceh
CUST002550,Kepahiang,Bengkulu
CUST002551,Karimun,Kepulauan Riau
CUST002552,Belitung Timur,Kepulauan Bangka Belitung
CUST002553,Solok,Sumatera Barat
CUST002554,Batam,Kepulauan Riau
CUST002555,Padang,Sumatera Barat
CUST002556,Kaur,Bengkulu
CUST002557,Lingga,Kepulauan Riau
CUST002558,Lahat,Sumatera Selatan
CUST002559,Bengkulu Tengah,Bengkulu
CUST002560,Natuna,Kepulauan Riau
CUST002561,Bengkalis,Riau
CUST002562,Bengkulu Selatan,Bengkulu
CUST002563,Bungo,Jambi
CUST002564,Bukittinggi,Sumatera Barat
CUST002565,Bengkulu Utara,Bengkulu
CUST002566,Bangka Barat,Kepulauan Bangka Belitung
CUST002567,Belitung Timur,Kepulauan Bangka Belitung
CUST002568,Musi Banyuasin,Sumatera Selatan
CUST002569,Belitung,Kepulauan Bangka Belitung
CUST002570,Dumai,Riau
CUST002571,Indragiri Hulu,Riau
CUST002572,Merangin,Jambi
CUST002573,Musi Banyuasin,Sumatera Selatan
CUST002574,Solok,Sumatera Barat
CUST002575,Sawahlunto,Sumatera Barat
CUST002576,Belitung,Kepulauan Bangka Belitung
CUST002577,Musi Banyuasin,Sumatera Selatan
CUST002578,Tebing Tinggi,Sumatera Utara
CUST002579,Lahat,Sumatera Selatan
CUST002580,Lampung Tengah,Lampung
CUST002581,Natuna,Kepulauan Riau
CUST002582,Kaur,Bengkulu
CUST002583,Bangka Barat,Kepulauan Bangka Belitung
CUST002584,Kepahiang,Bengkulu
CUST002585,Subulussalam,Aceh
CUST002586,Medan,Sumatera Utara
CUST002587,Rejang Lebong,Bengkulu
CUST002588,Banda Aceh,Aceh
CUST002589,Bengkalis,Riau
CUST002590,Padangpanjang,Sumatera Barat
CUST002591,Sungai Penuh,Jambi
CUST002592,Lhokseumawe,Aceh
CUST002593,Pelalawan,Riau
CUST002594,Pangkalpinang,Kepulauan Bangka Belitung
CUST002595,Ogan Komering Ilir,Sumatera Selatan
CUST002596,Bandar Lampung,Lampung
CUST002597,Natuna,Kepulauan Riau
CUST002598,Belitung Timur,Kepulauan Bangka Belitung
CUST002599,Kampar,Riau
CUST002600,Bangka Selatan,Kepulauan Bangka Belitung
CUST002601,Indragiri Hulu,Riau
CUST002602,Merangin,Jambi
CUST002603,Sabang,Aceh
CUST002604,Bengkulu Tengah,Bengkulu
CUST002605,Lahat,Sumatera Selatan
CUST002606,Banda Aceh,Aceh
CUST002607,Sungai Penuh,Jambi
CUST002608,Karimun,Kepulauan Riau
CUST002609,Kampar,Riau
CUST002610,Ogan Komering Ilir,Sumatera Selatan
CUST002611,Lingga,Kepulauan Riau
CUST002612,Batam,Kepulauan Riau
CUST002613,Bengkalis,Riau
CUST002614,Metro,Lampung
CUST002615,Binjai,Sumatera Utara
CUST002616,Solok,Sumatera Barat
CUST002617,Pangkalpinang,Kepulauan Bangka Belitung
CUST002618,Bengkulu,Bengkulu
CUST002619,Bengkulu Selatan,Bengkulu
CUST002620,Bangka Barat,Kepulauan Bangka Belitung
CUST002621,Bukittinggi,Sumatera Barat
CUST002622,Bintan,Kepulauan Riau
CUST002623,Lhokseumawe,Aceh
CUST002624,Lampung Timur,Lampung
CUST002625,Padang,Sumatera Barat
CUST002626,Padangpanjang,Sumatera Barat
CUST002627,Tanjungpinang,Kepulauan Riau
CUST002628,Natuna,Kepulauan Riau
CUST002629,Bungo,Jambi
CUST002630,Lingga,Kepulauan Riau
CUST002631,Palembang,Sumatera Selatan
CUST002632,Lahat,Sumatera Selatan
CUST002633,Dumai,Riau
CUST002634,Pangkalpinang,Kepulauan Bangka Belitung
CUST002635,Bangka,Kepulauan Bangka Belitung
CUST002636,Bengkulu Utara,Bengkulu
CUST002637,Bangka Selatan,Kepulauan Bangka Belitung
CUST002638,Padangsidimpuan,Sumatera Utara
CUST002639,Dumai,Riau
CUST002640,Pagar Alam,Sumatera Selatan
CUST002641,Pagar Alam,Sumatera Selatan
CUST002642,Pelalawan,Riau
CUST002643,Lingga,Kepulauan Riau
CUST002644,Lampung Tengah,Lampung
CUST002645,Banda Aceh,Aceh
CUST002646,Prabumulih,Sumatera Selatan
CUST002647,Kampar,Riau
CUST002648,Lingga,Kepulauan Riau
CUST002649,Pekanbaru,Riau
CUST002650,Prabumulih,Sumatera Selatan
CUST002651,Pematangsiantar,Sumatera Utara
CUST002652,Kerinci,Jambi
CUST002653,Jambi,Jambi
CUST002654,Belitung Timur,Kepulauan Bangka Belitung
CUST002655,Lahat,Sumatera Selatan
CUST002656,Bangka Selatan,Kepulauan Bangka Belitung
CUST002657,Bandar Lampung,Lampung
CUST002658,Merangin,Jambi
CUST002659,Bengkalis,Riau
CUST002660,Pangkalpinang,Kepulauan Bangka Belitung
CUST002661,Binjai,Sumatera Utara
CUST002662,Bangka Tengah,Kepulauan Bangka Belitung
CUST002663,Banda Aceh,Aceh
CUST002664,Kampar,Riau
CUST002665,Pelalawan,Riau
CUST002666,Kepahiang,Bengkulu
CUST002667,Binjai,Sumatera Utara
CUST002668,Belitung Timur,Kepulauan Bangka Belitung
CUST002669,Kaur,Bengkulu
CUST002670,Tanjungbalai,Sumatera Utara
CUST002671,Padang,Sumatera Barat
CUST002672,Lampung Timur,Lampung
CUST002673,Palembang,Sumatera Selatan
CUST002674,Medan,Sumatera Utara
CUST002675,Langsa,Aceh
CUST002676,Kerinci,Jambi
CUST002677,Sibolga,Sumatera Utara
CUST002678,Bengkalis,Riau
CUST002679,Bengkulu Tengah,Bengkulu
CUST002680,Lampung Timur,Lampung
CUST002681,Bengkulu Tengah,Bengkulu
CUST002682,Palembang,Sumatera Selatan
CUST002683,Kaur,Bengkulu
CUST002684,Sibolga,Sumatera Utara
CUST002685,Subulussalam,Aceh
CUST002686,Tebing Tinggi,Sumatera Utara
CUST002687,Tanjungpinang,Kepulauan Riau
CUST002688,Padangsidimpuan,Sumatera Utara
CUST002689,Pangkalpinang,Kepulauan Bangka Belitung
CUST002690,Muaro Jambi,Jambi
CUST002691,Kerinci,Jambi
CUST002692,Padangsidimpuan,Sumatera Utara
CUST002693,Lampung Selatan,Lampung
CUST002694,Kepahiang,Bengkulu
CUST002695,Sabang,Aceh
CUST002696,Sawahlunto,Sumatera Barat
CUST002697,Dumai,Riau
CUST002698,Kepahiang,Bengkulu
CUST002699,Bangka Barat,Kepulauan Bangka Belitung
CUST002700,Padangpanjang,Sumatera Barat
CUST002701,Palembang,Sumatera Selatan
CUST002702,Belitung Timur,Kepulauan Bangka Belitung
CUST002703,Bangka,Kepulauan Bangka Belitung
CUST002704,Medan,Sumatera Utara
CUST002705,Subulussalam,Aceh
CUST002706,Karimun,Kepulauan Riau
CUST002707,Bangka Tengah,Kepulauan Bangka Belitung
CUST002708,Padangsidimpuan,Sumatera Utara
CUST002709,Kampar,Riau
CUST002710,Lubuklinggau,Sumatera Selatan
CUST002711,Kaur,Bengkulu
CUST002712,Bangka,Kepulauan Bangka Belitung
